start	end	text
0	29980	Thank you.
30000	59980	Thank you.
60000	89980	Thank you.
90000	92000	Thank you.
92000	92000	
120000	122000	Thank you.
122000	122000	
122000	122000	
122000	122000	
122000	122000	
122000	124000	Thank you.
124000	126000	Thank you.
126000	128000	Thank you.
128000	128000	
128000	130000	Thank you.
130000	132000	Thank you.
132000	134000	Thank you.
134000	134000	
134000	136000	Thank you.
136000	138000	Thank you.
138000	138000	
138000	144000	So it's going to grab this email, synthesize it after it's gotten labeled and now it will
144000	146000	actually create the draft here.
146000	147000	So I'll execute this.
147000	154000	So this is the input and the synthesization from, this is the input and what was synthesized
154000	155000	from Gemini.
155000	163000	And now it is put it into my draft folder to which when we go back in here, you'll see
163000	164000	it.
164000	167000	And this is where you can start to see it becomes very powerful.
167000	169000	Obviously, this is a very short email.
169000	172000	This is just a test from myself to myself.
172000	175000	But this is where I would just upload the proposal document and I would send it over.
175000	180000	So it actually already has it written up and it has everything good to go where I would
180000	186000	just click the attachment, put it in there and then shoot it off.
186000	192000	And then the last part of this is it will, it will just send it over for it to be de-labeled.
192000	195000	So it's no longer a red in my inbox.
216000	217000	So it's not going to be the same thing.
217000	218000	So it's not going to be the same thing.
218000	219000	So it's not going to be the same thing.
219000	220000	So it's not going to be the same thing.
220000	221000	So it's not going to be the same thing.
221000	222000	So it's not going to be the same thing.
222000	223000	So it's not going to be the same thing.
223000	224000	So it's not going to be the same thing.
224000	225000	So it's not going to be the same thing.
225000	226000	So it's not going to be the same thing.
226000	227000	So it's not going to be the same thing.
227000	228000	So it's not going to be the same thing.
228000	229000	So it's not going to be the same thing.
229000	230000	So it's not going to be the same thing.
230000	231000	So it's not going to be the same thing.
231000	232000	So it's not going to be the same thing.
232000	233000	So it's not going to be the same thing.
233000	234000	So it's not going to be the same thing.
234000	235000	So it's not going to be the same thing.
235000	236000	So it's not going to be the same thing.
236000	237000	So it's not going to be the same thing.
237000	238000	So it's not going to be the same thing.
238000	239000	So it's not going to be the same thing.
239000	240000	So it's not going to be the same thing.
240000	241000	So it's not going to be the same thing.
241000	242000	So it's not going to be the same thing.
242000	243000	So it's not going to be the same thing.
243000	244000	So it's not going to be the same thing.
244000	245000	So it's not going to be the same thing.
245000	246000	So it's not going to be the same thing.
246000	247000	So it's not going to be the same thing.
247000	248000	So it's not going to be the same thing.
248000	249000	So it's not going to be the same thing.
249000	250000	So it's not going to be the same thing.
250000	251000	So it's not going to be the same thing.
251000	252000	So it's not going to be the same thing.
252000	253000	So it's not going to be the same thing.
253000	254000	So it's not going to be the same thing.
254000	255000	So it's not going to be the same thing.
255000	256000	So it's not going to be the same thing.
256000	257000	So it's not going to be the same thing.
257000	258000	So it's not going to be the same thing.
258000	259000	So it's not going to be the same thing.
259000	260000	So it's not going to be the same thing.
260000	261000	So it's not going to be the same thing.
261000	262000	So it's not going to be the same thing.
262000	263000	So it's not going to be the same thing.
263000	264000	So it's not going to be the same thing.
264000	265000	So it's not going to be the same thing.
265000	266000	So it's not going to be the same thing.
266000	267000	So it's not going to be the same thing.
267000	292000	So.
292000	293000	All right.
293000	297000	So that's kind of the overview of how all of this works.
297000	299000	Again, this is a template that is in school.
299000	306000	You can download it and you can go in either even greater detail than I have of going through each one of these.
306000	314000	So if you have an email box that is completely out of control, this is a great way to reduce the clutter,
314000	317000	to get everything marked categorized properly.
317000	321000	It even synthesizes your emails and it can create drafts on your behalf.
321000	326000	Then there's just minor things like human in the loop to where you either make minor edits to it.
326000	329000	You take a look at the email, that draft that's been set up.
329000	332000	You attach any documents and then you just send it off.
332000	338000	This is just kind of a game changer when it comes to checking your email and being on top of your email box,
338000	348000	especially for those that have a ton of like email notifications that are not money making things or that are newsletters that you signed up for.
348000	353000	Or there's a lot of noise in your business to where you have three, four or five different departments.
353000	362000	And you want to route either even based on department, based on task, based on the sender, the information that is in there.
362000	368000	It becomes very, very powerful once you start to segment all of those things off and they all get labeled and categorized properly.
368000	378000	Okay, now on the other side of this, we're going to jump back in and I'm just going to show you a very simple few steps to actually start to think through and build from end to end.
398000	409000	Alright, jumping in on the other side, this is how your template is going to look when you very first create one.
409000	411000	Actually, I'll just start completely from scratch.
411000	416000	So, you, if you have workflows in here, you're going to actually see them labeled in here.
416000	418000	If not, this will be completely bright.
418000	421000	In the top right, you're just going to click create workflow.
421000	426000	And then you are going to add a trigger.
426000	436000	Right now, what I just do for the sake of actually getting through the whole test of it all, I usually start with just a manual trigger.
436000	447000	But the Gmail node, the one that I was actually using for the trigger and the operation that you've just seen, the workflow that you've just seen, this is get messages from my account.
447000	454000	So, when a message is received, you can put this on your workflow board as well.
454000	459000	Now, setting up your credentials, it's not that hard.
459000	462000	It does take a bit though, setting up testing.
462000	469000	We'll just set up a test one here just so that I can show you the walkthrough of where to go.
469000	476000	I'm also going to link the direct URL so that you can go to your Google Cloud console and grab all of this information.
