start	end	text
0	12320	all right all right jumping in on all right okay okay all right so jumping in on
12320	19000	all right now we have a blank slate
19000	26780	all right now we have a blank slate here and we are going to work through doing this
26780	35280	node by node so again I'll create a separate video of how to connect your gmail account and whatnot
35280	40440	so that you can actually follow along
40440	51900	all right as you can see here we have a blank slate and we are just going to do a test gmail
51900	54560	sorting
56780	66720	so the very first thing that you want to do is I do a couple of things I actually add a manual
66720	75200	trigger because the other ones that I always use it's either a cron trigger a schedule trigger or
75200	81560	something along the lines of that gmail trigger that you saw before but before I get into the
81560	87320	scheduling of it I want to be able to execute the workflow right away sometimes when you use the
87320	93860	schedule nodes as the trigger when you're working in it you go into it it will just delay a long time
93860	102620	this execute it just automatically goes through it but the other one that I was using which is gmail
102620	105300	as a trigger
105300	113840	so you enter in the information here like I said the gmail account itself if you don't have the
113840	118860	credentials and you want to connect to your gmail in order to do so you have to go to your cloud
118860	124800	services I will create a whole separate video to create the credentials so that you can walk through
124800	131800	and follow through here so look up for that in the classroom or a link somewhere on the youtube and it'll
131800	136740	take you directly to that so that you can see how to do that
142040	155160	actually we will go ahead and do this now so just because it's a full end to end we will jump in so this is the
155160	168100	gmail trigger that we had before so as you can see you won't see anything here if this is one of your first workflows and you haven't connected anything you're going to have to connect it to your google cloud services
168100	175160	so I'll just for the sake of showing it go through this right now so you want to create credentials
175160	177160	so you want to create credentials
177160	189160	google cloud console you can just google it it'll be the google cloud console if you haven't set it up you're going to have to do all of this and set it up for yourself
189160	196160	I will also link direct documents of how google says you should do it so you have a step-by-step in doing so
196160	210160	and don't feel overwhelmed if you haven't connected these things it can seem sort of complicated but once you actually start to set it up then and you've done it once or twice then you're going to have no problem with doing it
210160	224160	so you're going to have to do enable apis and services this is where you're going to click on this so it's the top left hamburger you're going to click enable apis and services and then you are going to go through
224160	228160	and search for whatever it is that you need to do
228160	244160	okay and
244160	248160	okay and
248160	264160	so once you get here you are going to do one of two things you can actually just try to search for it there but it doesn't always find it so I'm going to go into
264160	276160	pin products apis services and library in this library what you're going to look for is whatever you're trying to connect to in this case it's going to be gmail
276160	302160	so I will actually just type in gmail here so this is your gmail api and you are going to enable it
302160	330160	and then in your credentials is where you're actually going to get your client id and your secret as you can see I have multiple here because I have instances that I have for test accounts and I've done this over and over and over just to show people and have created videos for clients and different things like that I need to delete some but I'm actually afraid I'll delete the wrong ones and I just leave them up here anyway what you want to do here is actually create your
330160	334160	oauth client id
334160	336160	and this will walk you through
336160	340160	it's going to be a web application because you are a web application
340160	344160	you want to name it something that is going to be for whatever it is that you're using
344160	350160	so gmail or google drive or whatever
350160	352160	you want to name it something that is going to be for you
352160	378160	now this this authorized javascript origins you don't have to worry about this one just click this add your i and you're going to go back here and you're going to click this to copy it's automatically going to be in here so it's not something that you have to generate but you do have to put it in here so you're going to add that you're going to create it and then once you create it this is going to give you your client id and your client id and your client
378160	408160	secret this is what you copy and paste over here so that's client id that is client secret bang i'm not going to do it again because i've already have it set up it's going to click on this sign in with google it's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you just sign in with your credentials and then you will actually see it here so that's going to pop up a screen and then you will actually see it here so that
