start	end	text
0	16920	check check check microphone check check
30000	41900	all right so as you guys can see on the screen this is a somewhat complicated workflow
41900	47140	although most of it is just labeling and unlabeling i'm going to go through
47140	54000	node by node and just kind of see how n8n works for some of these this might be the very first
54000	60680	time you've seen an orchestration layer like n8n so what i'm going to do is just give you a very
60680	70040	quick overview of what n8n is it is a node-based orchestration system so what these nodes are
70040	75620	there are hundreds of nodes there are even custom community nodes but without getting into the weeds
75620	82300	essentially you will have a trigger like in this case it is going to be a gmail trigger
82300	90520	and then you are going to have some sort of process um all the craze now is our ai agents so you can
90520	96640	have an ai agent that orchestrates a lot of things it remembers your chats it will go and pull information
96640	104020	from a database it will send out their output to different things like email or slack or post on
104020	111600	social media uh different things like that so um n8n is kind of the brains and the power behind
111600	117340	connecting all of these types of apps as you can see as this scrolls here and there are more apps
117340	123480	being added pretty much on a weekly or monthly basis especially with the advent of ai and all of these
123480	130000	companies um knowingly uh needing to integrate because there are so many people that are starting to
130000	139220	uh adopt ai so just a quick google trends we could even take a look at
139220	148240	n8n so we will take a look at what it looks like over the long period here
148240	160860	so as you can see it well it's been n8n has been around for quite some time as you can see n8n has
160860	167940	been around for quite some time all the way back uh you know in 2021 2022 2022 but this year and last
167940	175280	year it is just skyrocketed as you can see so um enough about that and that's just kind of a quick
175280	182200	introduction about n8n um it's one of the systems that you if you happen to know code and you implement
182200	187820	code in there then you're miles ahead but you don't need to know code at all if you can think
187820	193460	logically and you can actually map out your workflows uh you can get all of this done so uh again i'm
193460	200500	going to walk through this node by node here this one is a gmail trigger this is connected to my gmail
200500	206340	inbox uh i'll have a separate video of setting up your credentials here but this top part is um
206340	213460	credential to connect with and once you go in here and try to create your credentials for gmail itself
213460	217600	you're going to need your client id and your client secret you're going to get that through the google
217600	222880	cloud console but for the sake of brevity we're just going to skip that part and i will link a
222880	231200	different video so that you can actually do that so what that does is is it grabs a we'll just grab
231200	237880	it here we'll grab a test event this is one of the last emails that i got um into my inbox don't even
237880	244780	know what it is here so let's just take a quick look together so this is the snippet so when i executed
244780	250980	this it went out to gmail and it pulls back this information and this information will be able to be
250980	259400	passed through to here so to explain this on the left side over here this is the input for um uh from
259400	264480	or for whatever it is that you're using it could be an excel sheet it could be a database call it could
264480	272100	be a chat form it could be a chat bot it could be absolutely anything so this left side is the input
272100	280340	the middle here is what this node is telling it to do that is kind of the execution of what's going on
280340	286140	and then the right side it will be an output and in this case this is a text classifier i'll go back out of here
286140	294420	so what this does is using this node it'll have information to go into this node and then it'll synthesize this
294420	300340	information and then it'll execute and give an output so in this case it's going to take a snippet it's going to
300340	307460	take uh the to and the from and the subject and it's going to use uh in this case gemini
307460	314740	as the brains behind it it takes all the information it thinks about it and then it actually gives it the
314740	322760	category in this case it actually found social so we'll go to this next node here social is what it was
322760	330000	labeled so in your inbox another thing that you should have set up and i'll just show you for the sake of
330000	336440	you having a visual these already need to be built um again this is just kind of showing you the whole
336440	341540	overview of everything i'm going to break everything down of what is needed what are dependencies but
341540	347380	you want these labels that are already showing up in here so that when you go into this node
347380	352740	or you have an execution that it's actually going to create this label of school slash social
352740	359040	that's what it executes so the input from this one now has changed it takes the synthesis from the
359040	366320	previous node which was the text classifier and gemini and then we're telling it here to update
366320	371620	the label and in my case it's going to be school slash social when you set this up for your identifiers
371620	376620	your text classifiers this is all going to be custom to you your personal preferences your if you're if
376620	380720	you're doing this for uh for your own personal reasons and you are just trying to organize your
380720	384940	personal email box that's going to be different than having a business email box uh everybody's going to
384940	390300	have different kind of categories and you're going to have um different definitions as to what routes
390300	398900	to where so in this case uh it comes in here and i'm telling it to execute this time and this will add
398900	405780	that label and it will send this information over to this node um this template is downloadable you can
405780	411280	actually grab it in the school community and in the template you will have um all of these kind of
411280	416720	like broken down so what i would suggest is download the template just so that you get the idea of it
