start	end	text
0	11100	you tell us to do. Now, again, another workflow. This is something that it comes through a webhook
11100	15660	or something that maybe through your website and it creates a filter and executes a sub workflow
15660	22460	that goes into Airtable. And then on a schedule, it'll actually go in and pull whatever it is to
22460	29040	use tasks from your Airtable. And then it'll actually filter them, go through Airtable again,
29040	35060	split them out, talk to an AI agent, maybe put it on a notion board and then notify whoever it needs
35060	43620	to be. So overall, it gives you kind of an idea of how all of this is mapped out, the ways that I like
43620	50320	to do it. You can get as granular as you would like to help you out and work through all of this stuff,
50420	57540	but overall, it just, it needs to be done. And I would venture to say that it needs to be done 100%
57540	63240	of every single workflow needs to be mapped out. Something like this, maybe not to the,
63240	69580	to the nth degree, but overall, as long as you have this or something similar to this,
70100	74220	whether it's a notepad or it's this mural board or whatever other tool that you're going to use,
74440	77520	this is going to provide so much clarity for your team because you can take this
77520	84080	and then you can put it into a Google drive or create a database in your CRM, like HubSpot,
84080	89600	or your custom database. And you can have all of these workflows to where if something breaks or
89600	94260	something is not working as intended, you can even just go back to the workflow and you can say,
94360	100740	Hey, okay, well we created it to do X, Y, Z. We need to change this node out for something else or add
100740	108140	another step. So say your workflow needs to grow over time or you hire onboard other teammates.
108140	116480	Um, this will give you where it's breaking, where you can add what you need to take out,
116480	124120	or maybe you've completely trained an AI to do something that is going to take over tasks to help
124120	129280	grow your, your application, your business or whatever. And you want to inject another step into
129280	135200	it so you can put in or remove or redo whatever, but without this, and if it's just stuck in somebody's
135200	140120	head, it's never going to make any sense to anybody else other than that one person.
141080	150760	Anyways, as I said, this is going to be something that is available for download. And, uh, I will try
150760	155460	to either create an image out of it. Um, and for the use, for, for those that do want to just copy it,
155500	160640	I will give you a link to copy that is going to be down below. Um, so that you have access to this,
160640	166740	this workflow here. Um, a couple of the things that I didn't go over here, but, uh, it's essentially
166740	171100	explaining kind of the same things of what we already went over. Um, so you can manipulate it,
171100	175400	make a copy of it, change it. Um, but this will give you the skeleton of how you need to actually
175400	181100	work through the flow. Uh, until next module, you guys have a good day.
