start	end	text
0	4560	This one is what you want to grab as the message and the subject line.
6280	13040	So, can't actually do that yet, and what I'll do is see if we can go...
13040	15740	I'm going to have to create one here. Give me just a second.
28740	29460	Proposal.
30000	31000	Proposal.
45420	48000	Sent. Okay, so we'll jump over in the other one.
50300	51900	Now, we're going to trigger this again.
54900	56400	Nope, that's not the right one.
57260	58480	Did it come through yet?
58480	60480	That's why it didn't.
60480	61480	So now...
64480	65480	Fetch.
65480	69480	So this one. Make money, send contract, thanks Mike.
69480	73480	I just did that just to make sure that it did classify as an opportunity.
73480	74480	We're going to execute this.
74480	80480	So the output branch goes to the opportunity branch, as you can see it does here.
80480	82480	Then it's going to spit it out here.
82480	93480	Then, what we just put in here, it's going to grab all of the information, again, from the previous text classifier and the previous Gmail trigger.
93480	95480	These are going to be grabbed.
95480	96480	These are going to be grabbed.
96480	104480	It's going to synthesize the information and then it's going to execute the output.
104480	105480	The output.
105480	109480	The output on this side is everything that it's going to synthesize through AI.
109480	111480	The subject, the body, the context of it.
111480	113480	It's going to write up a reply.
113480	120480	This may be a little bit weird, but just simply because it wasn't a real email.
120480	126480	But it's still going to give some sort of an output that is on par with money making.
126480	135480	So the subject, I want to go in here to the Gmail trigger and I'll just put in re.
135480	139480	You can do fixed with expressions.
139480	144480	So I'm in the Gmail trigger now and the subject was here.
144480	152480	Now, as you can see, it will be regarding prop just because that's what I sent with the email.
152480	155480	Now, this is going to be text type.
155480	158480	My key business text, sometimes you want to create HTML.
158480	159480	You want it.
159480	162480	You're going to have to put an output parser in your model.
162480	168480	If you want to output it in HTML, I actually just leave it.
168480	174480	So now I want to go to the previous node, which is my message or model.
174480	180480	So text output, I'm just going to drag it over here.
180480	181480	Execute setup.
181480	185480	It's going to be that output as a draft.
185480	196480	And now I'm going to connect it to this node, which is going to remove it from my inbox.
196480	209480	So now just to kind of recap, we grab the email and classified it, label it as an opportunity, created the output from this input on the left side.
209480	216480	Again, output from this model based on this input.
216480	225480	Put it into this Gmail draft and then it de-labeled it from inbox.
225480	226480	So drafts.
226480	235480	Oh, actually, here's one step I forgot.
235480	239480	So what you also want to do, taking a look in here, there's no recipient.
239480	249480	So I'm going to go back into here and I want to add an option, which is to email.
249480	256480	I want to go back over here to the Gmail trigger and I want to go find who it's from, which is here.
256480	263480	And this expression will now dynamically pull whoever sent it.
263480	272480	So now when I execute this a second time, it will create another draft.
272480	274480	Put it in here.
