start	end	text
0	16720	okay for the 600th time so welcome to buildmytribe.ai my name's mike yay
16720	31920	welcome to buildmytribe.ai my name is mike and you fall in one of two camps if you're here
31920	39040	either you are hearing all this hype about ai and you've never used it or you've started to use it
39040	42560	and you want to incorporate it more into your business or your content creation
42560	47040	but you're a little bit overwhelmed because you don't have a plan or a strategy
48880	55280	that's sort of what this course is aimed to solve is either for the newbies or the people that have
55280	60960	kind of an understanding of it but they really want to use ai the right way and incorporate it
60960	69360	into their business and start to create systems so this course is going to break it down into three
69360	78480	parts so this course is broken down into three parts it's pretty simple it's going to be the
79360	82320	the foundations the the automate the grind part
91040	96480	we'll start by mapping out your workflows checking out what tools you're doing getting everything out
96480	104480	all on on one sheet of paper so that you know we'll start by mapping out your jesus christ
107760	114640	part one is foundations automate the grind overall you want to automate as much as you can that are
114640	120720	repetitive copy and paste tasks but before we can even do that we'll want to start mapping out
120720	126720	your workflows your tasks your tools and tech stack so that you actually have the larger picture of
126720	133200	everything i can tell you whether you're a solopreneur or you are a business owner or a content creator
134240	137680	not everybody actually has all of their tech stack written written out
139760	146000	doing this will provide clarity and it'll also start to show you where your gaps are and then once you have
146000	153280	everything all out on paper you can actually start to figure out how to create a system or an agentic system around it with ai
156560	162160	and then part two is the expansion it's the connecting of the dots it's okay i understand ai
162160	170240	i'm not just using chat gpt for a prompt in and a prompt out like oh go create my next email or ideate
170240	176640	uh a side hustle or something like that this is for the people that want to create a system for their
176640	181520	business or their brand or their content creation that works from end to end
184960	190400	and then lastly part three is elevation it's the software as a service mindset as i like to call it
190960	195760	when you start to think about your agentic systems and you start to get these workflows working from end
195760	200560	and you start to think of how can i scale this for my brand or my business
207440	213520	you see software as a service engineers or software engineers in general they think of productizing
213520	221520	intelligence and automating as much if not all of the work that you can do manually by an ai agent or an
221520	229200	ai system or workflow now whether you run a software as a service business or not that's not the point
229200	235760	here we just want you to kind of adjust your thinking just a little bit so that when you are working
235760	243120	your tasks from end to end you're starting to think ai first and what can be automated what should be
243120	247200	automated and then having a system that will actually scale with your business
251520	257120	and i can tell you from experience this course isn't theory i use ai every day in my business
257120	263120	maybe you've seen some of my videos i've created a ton of n8n automations
265360	269680	and this course is in theory i actually use this every day in my day-to-day business
269680	274320	i have created a software as a service platform i've published a lot of videos
274320	286800	moomoo cow and i can tell you this course is in theory i use ai every day and i've been on a huge ai
286800	293520	run over the last couple of years diving as deeply as i possibly can into it understanding llms chat gpt
293520	299680	code and a whole slew of other tools and i've started to create all of these workflows in these systems
299680	306240	not only for myself i do consultative work for lawyers for content creators for real estate agents
306240	312240	and i've created all kind of flows in n8n which is the orchestration software that i use
312880	318640	if you're familiar with it props to you you already got a leg up but overall i have created probably more
318640	325600	than a hundred automated workflows end-to-end agentic workflows rag systems database systems chat bots
325600	330960	a whole bunch of other things and throughout the courses not only this course but others i'm going
330960	336800	to start to explain how you can create your own system for you that scales with your brand or your
336800	343120	business or it helps you scale your content creation and remove all of those repetitive tasks and stop
343120	350320	the copy and paste and stop the redundant over and over repetitive tasks that can actually be handed out
350320	357600	to ai now you don't want to build ai systems that are completely autonomous that is something that a
357600	363040	lot of people push on youtube it's like oh automate your whole business one click i don't like those
363040	368800	systems those to me are not systems it removes you as the brain or the person that actually keeps
368800	375920	the guardrails of ai and the system itself in play but all that being said that's what's in this first
375920	382800	three-part course it is the foundation it is connecting the dots but that is what is in this
382800	389600	three-part course it's the foundation of what ai is understanding it and then part two is connecting the
389600	396480	dots building actual systems and then part three is the mindset shift of learning how to scale that business
397360	404400	sorry learning how to scale that agentic system for your business as your business grows so let's go
404400	406400	ahead and jump right into it
415120	420080	welcome to build my tribe.ai my name is mike and if you're here that means you're in one of two camps
420800	427920	you hear all of this ai hype and you've actually never really used ai or you've kind of dipped your toe in it
427920	433920	you've used chat gpt maybe you use gemini and you've put in a couple of prompts you've got some outputs
433920	440240	but you don't really have a plan or a system in place to really work with ai or incorporate it into
440240	447600	your daily tasks or your business or your brand that's what this course aims to do it shines light
447600	454480	on how to use ai properly how to incorporate it into your business and most of all how to make agentic ai
454480	457360	systems not just one-off tools
461280	465760	and i can tell you from my consultative experience my marketing experience and running my business
465760	475520	currently it's for every type of business software as a service a service based business a cpg business
475520	481360	content creation you name it it can actually help every type of business out there so don't think you
481360	486080	only have to be one or the other software as a service or consumer practice goods whatever
486080	491520	or whatever hype that you kind of have heard it's not only for one type of business
493440	499840	and i can also tell you that is not overhyped overall ai is very very powerful but i can also tell
499840	506560	you that there's a lot of people that are using ai wildly incorrectly or they're using it way too simply
506560	512560	they're just putting in prompts for chat gpt or for grok or for gemini or whatever you know insert
512560	520160	whatever llm you're using and they're just using it as a prompt based one input in one one output and
520720	526240	if you want to incorporate that into your brand or your business that's not the proper way to do it you
526240	533200	want to create an agentic system with ai intelligence that scales with you as you start to scale and grow
533200	545760	so part one is foundations basically your first automation or your first ai agent part two is
545760	553600	elevating that to connecting the dots of creating actual systems from end to end and then part three
553600	558320	is going to take those systems and scale those systems with your business
563200	570560	now all that being said this course is a theory it's not just some fly by night oh my god i'm going to
570560	577200	create a course i've actually built my business around it i'm an ai consultant right now and i've helped lawyers
577760	585280	marketers content creators automate many parts of if not their entire business around systems that are designed
585280	591440	specifically for their business so it's not just tool stacking it's not just searching the latest
592240	600400	ai agent or ai software or ads software it's actually trying to create your own implementing into your
600400	607360	business or your brand or your content creation that's designed specifically for your own business
607360	612880	and that's kind of the last part of all of this so that it it grows and scales with you
612880	627680	as your business and brand grows and scales itself
631600	638480	welcome to build my tribe.ai my name is mike and you're here for one of two reasons you have either
638480	644560	heard all of this hype around ai and you have yet to start using it or you've actually started using
644560	651280	it but you don't really have a strategy or a plan in place to really utilize ai to its fullest and build
651280	661520	systems around it that's what this course is aimed to that's what i aim to do with this course demystify it
661520	665280	help you understand ai start to incorporate it into your business
665280	671760	and actually strategically think about ai first systems and how to build your brand around ai
673680	674640	that's not what we're doing
683520	688640	this course is three parts the first part is building the foundation automating the grind
688640	696240	how a lot of people start to use ai it's usually through chat gpt or another llm model they'll put
696240	706080	one input and they'll get one output like write me a cold outreach email or generate an idea for a
706080	713200	new side hustle it's very prompt based in part one i want to kind of give you the theory behind
713760	721280	automating a lot of simple tasks repetitive tasks and also in part one we're going to be mapping out
721280	726160	all the tasks that are in your day we're going to be mapping out all of the tools that you currently use
726880	732720	to get it all out on one pip on one piece of paper that helps you provide clarity for what you're already
732720	738880	using what your software is what your crm is and then seeing where ai can actually help you out with
738880	747040	your business and reducing a lot of those repetitive tasks part two that is like connecting the dots
747040	755280	that's not just the one prompt in one prompt out or a simple workflow that reduces some repetitive task
756400	766080	we're starting to create a system from end to end of automating an entire workflow like the email cold
766080	772160	outreach campaign personalization of the cold out meet uh cold outreach uh data enrichment on companies
772160	776160	that you're actually going to be reaching out to or prospects that you're going to be selling to or
776160	782560	cold calling or whatever you actually think through a whole end-to-end system and then the last one part
782560	791280	three that is kind of the foundational structural change of thinking like a sas founder the sas mindset
791280	801760	whether you're running a service space uh sorry that takes me to part three part three that's where
801760	808240	part one and two are going to come together not just a single input or output not just one agent not just a
808240	808640	single
813040	820080	part three is the software as a service mindset whether you're running a software as a service business or not
820080	825120	you're running a software as a service business or you're running a software as a service business
825120	827680	as a service business or you're running a software as a service business or you're running a software
827680	829680	as a service business or you're running a software as a service business or you're running a software
829680	831680	as a service business or you're running a software as a service business or you're running a software
831680	833680	as a service business or you're running a software as a service business or you're running a software
833680	835680	as a service business or you're running a software business or you're running a software business
835680	837680	as a service business or you're running a software business or you're running a software business
837680	839680	as a service business or you're running a software business or you're running a software business
839680	843680	as a service business or you're running a software business or you're running a software business or you're running a software business
843680	831680	!
850080	856080	that scales with your business so if you're ready to jump in let's get right to it
867760	874080	welcome to buildmytribe.ai my name is mike and being that you're here it's for one of two reasons
874080	879840	either you know very little about ai or nothing at all you're hearing all the hype and you want to learn more
879840	885520	about it or you've kind of dipped your toe in the pool you've used chat gpt you sort of understand
885520	890400	what ai is but you don't really know how to create systems or tools or workflows around them
891600	896640	that's why i created this course it's for the people that know they don't want to get left behind
896640	903440	but they don't really have a structured plan on learning how to implement it in their either task-based business
