start	end	text
0	17360	We'll just do in other stuff. Anything that doesn't fit in any other category goes here. So let's see if it'll do this one now.
17360	47360	Okay, so this one was put to categories of promotions and marketing. So we will create that one just because that's what we grabbed. So we will do a Gmail node label add label to message. So we're going to take the
47360	71220	message ID. We're going to label it other stuff. And again, just as a quick reminder, these labels already have to be set up. I have hiring, marketing opportunities, other stuff, personal receipts and social. But just for this, we are going to just execute with what we have in this workflow.
71220	92560	Now, after you, in this case, I don't really care much about discount codes or promotions or social emails and different things like that other than DMs. So for this particular other stuff, what I'm going to do is de-label it. So remove a label from message.
92560	107720	I'm going to use that same ID and we're going to remove it from the inbox. So the way that Gmail works, it's a little bit different than folders. They're labels. So I want to remove the inbox label so that it's actually not just sitting in my inbox.
107720	118740	I leave a copy of the very important ones in my inbox. And I also put it into my other categories like marketing or promotions or opportunities, different things like that.
118740	141160	But essentially, this is end-to-end how you actually create the workflow. So you can actually get a lot more advanced, obviously, going into N8N and building your system.
141160	148380	It'll start out small like this. And the more you actually go back and iterate, it'll come out to be a full-blown system of everything that you need.
148700	158680	And you can connect other nodes. Maybe you're using HubSpot for your CRM and you want to do this connected to your CRM for HubSpot or for Salesforce or for other things.
158680	166600	Maybe you're using Outlook or you are using Gmail, but you start to get the idea of how to use this as a system.
167200	177700	You start to get the idea of how to use this as a system, how to categorize things, how to actually start to create drafts and how to really start to organize your inbox.
177700	194380	So the one last thing that we will do is we will add just one more so that we can actually start to do the drafts.
194380	202320	So just for this video, I'm just going to go over here and copy it so I don't have to write it all up.
205400	208700	Just so that you can kind of see how to create the draft part.
209980	214380	So I'm going to go back over here, send myself another test email.
224380	236580	And I'm going to send it on over.
237120	240100	So now what I'm going to do is go ahead and grab this one.
240400	243020	And this one for sure is going to get right over to the opportunities.
243480	247260	And then opportunities is what we're going to use to create the draft.
247340	249180	So I'm going to go in here and fetch this test event.
250700	252040	It's going to classify it.
252040	255560	Again, you're going to see the work being done here over in Gemini.
256260	259040	And then it's going to output it over here into...
261800	263940	Maybe it didn't come through.
264140	264360	Okay.
269240	269820	All right.
269880	271180	Now we grab the right email.
271600	272540	Create me an AI flow.
272660	273560	My budget is $1,500.
274240	278240	So this text classifier should actually show this as an opportunity.
279700	280840	Let's execute that.
282040	283620	As you can see, it's working here.
283620	283620	
283620	283940	Okay.
312040	313040	Okay.
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	313040	
313040	314040	Okay.
314040	314040	
314040	315040	Okay.
315040	315040	
315040	315040	
315040	315040	
315040	316040	Okay.
316040	316040	
316040	317040	Okay.
317040	317040	
317040	317040	
317040	317040	
317040	317040	
317040	318040	Okay.
318040	318040	
318040	319040	Okay.
319040	319040	
319040	319040	
319040	319040	
319040	320040	Okay.
320040	320040	
320040	321040	Okay.
321040	321040	
321040	321040	
321040	321040	
321040	321040	
321040	322040	Okay.
322040	323040	Okay.
