start	end	text
0	14320	all right what's up everybody this is going to be the last module of this section i try to keep
14320	18560	everything pretty short give you some walkthroughs teach you how to create your brand your brand
18560	24360	documents your visual style guidelines the extractor tool i showed you a couple of prompts
24360	29160	and how to create your your mood board and whatnot you guys have forever access to those
29160	33660	custom chat gpt's that i made you so if you want to go back and reiterate or do anything
33660	38500	along those lines of recreating your documents or maybe you lost them or you just want to make some
38500	45620	fine tweaks you guys have access to that those custom gpt's use them use them a lot i do all the
45620	51000	time they help me i reiterate every once in a while just to make sure that everything is still in
51000	57680	alignment that being said we're going to jump into this next section vague prompts break everything
57680	63180	don't be vague one of the reasons why we're creating all of these documents is so that
63180	70640	chat gpt or any other llm that you so choose you can actually upload documents in those other places
70640	76620	like cloud project or perplexity and you can give it context or you can give it your faqs or your website
76620	82940	all of that is building context that context is the very first part of not being vague
82940	92860	um most llms have about a 256 000 token window what does that mean to you guys that is around
92860	97540	190 000 words or something like that i can't quite remember depending on the length of the word and
97540	103400	whatnot but there is input and there is output the very first thing that you have to understand is what
103400	110620	you input does start to create um the percentage of tokens that it can remember um so when you use
110620	117180	projects and you and you want to refer to only one document say go to my brand vibe document and then
117180	123380	read only the section about my brand tone or my brand voice or cadence and then write based on that
123380	130740	that's a very specific prompt not vague at all and it has other documents to refer to with that in mind
130740	136040	understand that the more documents that you have in it and the more documents you tell it to reference
136040	143860	it's going to fill up that context window of 256 000 if you overfill it then you can actually start
143860	149760	to get other things like hallucinations or mistakes or you just have too much context so there is kind
149760	156800	of that fine line of under delivering and over delivering based on context you can fill up that
156800	162300	window too much and then you finally get to asking it to execute the work or whatever and then it runs out
162300	168600	of context and it starts to hallucinate the more of that context window you take up the more it has
168600	176420	the tendency to make mistakes or to hallucinate but um that uh that being said it takes me into my favorite
176420	184380	experiment which is to speak to ai like an extremely high intelligent child so uh if you've ever heard of
184380	191140	savants or you know prodigy children um they can be extremely smart but they don't infer anything there is
191140	198080	no common sense it's kind of like how chat gpt is or any ai it doesn't know what you don't tell them
198080	203020	i don't know if you guys have ever done peanut butter and jelly uh experiment i have two girls
