start	end	text
0	29300	Okay, now if you guys are visual workers like I am, you kind of need to see some things.
30000	47060	I am going to give you kind of the overall snapshot. I told you we're going to jump into Merrill here. This is a board that I've used to basically create and ideate workflows for beginning to end. You can even see some of these here that I have handwritten on a whiteboard previously.
47060	54200	But overall, the first thing that we're going to do is take this essentially as much as we can step by step.
54200	84200	
84200	97420	People think they know about the automation that they want to do. They get into it. They start mapping it all out. And then once they create it, they realize that it solves nothing. Don't do that. I've done it before. It's just a complete waste of time.
97420	127420	
127420	157420	
157420	165160	You want to keep the subject matter expert out of it, the business owner out of it. You want to keep the person that knows the most in the loop for the longest time possible so you get the best results.
165160	178060	Now, that being said, this is also where you're going to just jot down all of the tools that you use. These are most of the tools that I use. Get everything out as much as you can.
178060	186960	I would like to actually reduce this. The more that you do reduce this, you reduce your overhead, your subscriptions. You also reduce information islands and data silos.
187420	194840	We'll talk about that. And if we haven't gone over that yet or you haven't seen any of my other videos, I do have one that's specifically about data silos.
195380	204360	Because the other thing that you have to think about, the more you have, the more tools you have, the more information islands or data silos you're inevitably going to have.
204360	213800	So each and every department, whether it's marketing, admin, sales, rev ops, sec ops, whatever it is, everybody uses their own set of tools.
213980	221780	So that creates all of these data silos. So the more that you have and the larger of a business that you have, the more tools you're going to have, the more data silos you're going to have.
222020	222900	But that's a whole different topic.
225220	232160	Now, one of the reasons why you want to get this out of your brain is because essentially, like I brought up earlier, you might automate the wrong thing.
232160	235260	Like this happens quite often.
236040	243320	Maybe you have a meeting with your team and you guys are going over the concept of it or somebody missed that day or whatever it is.
244040	252320	Having it out on a whiteboard or in notes keeps everybody on the same page of what you need to automate and why.
253080	261220	There are many businesses that jump into automation and they're trying to reduce bottlenecks and be the most impactful that they can.
261220	266140	But they somehow missed one of the steps or are completely automating the wrong thing.
267540	270580	And mapping forces you to see where value leaks are.
270800	274500	So you don't waste time building automations that save minutes instead of hours.
275160	282160	Sometimes just a slight pivot in an automation, instead of only saving five minutes, it saves two hours.
282160	288540	So once you actually put it all on paper, get it on a whiteboard, it'll give you a lot more clarity.
289320	292600	Which moves on to step two, hidden dependencies.
