start	end	text
0	1740	or service-based business.
3780	5340	Why did I relocate it to that?
6500	7800	That's where this course comes in.
7880	8820	It's a three-part course.
9300	10920	The foundation of it, part one,
11200	14800	is building automation for the grind.
15640	16560	What I mean by that,
16760	18460	a lot of repetitive tasks,
18720	19920	a lot of copy and paste,
20380	22960	a lot of very time-consuming tasks
22960	24840	that are essentially the same
24840	26460	over and over and over.
26460	28640	You can learn to automate those things.
29300	30500	The second part of it
30500	34540	is building systems around those automations.
35140	37800	You can actually have an end-to-end workflow
37800	39460	for your marketing department,
39780	40880	your analytics,
41180	42380	your marketing campaigns,
42560	44800	the ideation of your campaigns,
44980	45840	or for sales.
46000	47760	You can have something like a system
47760	49040	that I've built to where it automatically
49040	50100	connects to Calendly.
50200	51280	If somebody books a call,
52240	54120	that agent in the system,
54280	56220	it will actually put it on your calendar.
56860	58440	It will take the email
58440	59780	and company information.
60260	61840	It will go enrich that data,
62420	64460	prepare who you're going to be speaking toward,
65000	66180	put a Slack notification,
66480	67660	and then put it in the pipeline
67660	69060	of whatever salesperson
69060	69820	is actually going to do it
69820	71500	so it can actually act as an SDR.
71500	77480	Why did I go down that road?
77480	77500	Why did I go down that road?
77500	78500	Why did I go down that road?
78500	78500	
78500	78500	
78500	79500	Why did I go down that road?
79500	79500	
79500	80500	Why did I go down that road?
80500	80500	
80500	81500	Why did I go down that road?
81500	82500	Why did I go down that road?
82500	82500	
82500	83500	Why did I go down that road?
83500	84500	Why did I go down that road?
84500	85500	Why did I go down that road?
85500	86500	Why did I go down that road?
86500	87500	Why did I go down that road?
87500	88500	Why did I go down that road?
88500	89500	Why did I go down that road?
89500	90500	Why did I go down that road?
90500	91500	Why did I go down that road?
91500	93500	Welcome to buildmytribe.ai
95500	96500	I'm getting hot.
98500	99500	Welcome to buildmytribe.ai
99500	100500	My name is Mike,
100500	102500	and you're here because of one of two reasons.
103500	105500	Either you know very little about AI,
105500	106500	but you're hearing all the hype,
106500	108500	and you want to learn about it,
109500	111500	or you've started to use it,
111500	112500	but it's very basic.
112500	114500	It's like a chat GPT,
114500	115500	one prompt in,
115500	116500	you get one output,
116500	117500	and you want to really learn
117500	119500	how to build systems around it
119500	120500	and how powerful AI can be.
120500	123500	from all this hype that you're hearing,
123500	125500	but you don't have a strategic plan
125500	127500	to learn about it,
127500	129500	or a process to implement it
129500	130500	into your business.
132500	133500	That's where this course comes in.
133500	135500	I'm going to break it down into three parts.
136500	138500	The first part being the foundation.
138500	140500	Automating your grind.
140500	142500	That is repetitive tasks,
142500	144500	things that are very time consuming.
144500	147500	You can actually create workflows and systems
147500	149500	that buy back your time,
149500	152500	sometimes hours and hours of your time,
152500	154500	that you lose every single week.
154500	155500	You can automate that.
155500	156500	I'm going to teach you how to do that.
156500	158500	The second part is connecting the dots.
158500	162500	Not just automating simple tasks or a single workflow,
162500	167500	but having a system in place to where it does multiple tasks,
167500	172500	to where you can have like an SDR prep a meeting for sales agents,
172500	177500	or you can synthesize large amounts of data for your marketing team,
177500	180500	and have AI driven results,
180500	184500	and synthesis from marketing analysis of your Facebook ads,
184500	187500	or your Google ads, or your cold email outreach,
187500	190500	and then having systems that work it from end to end,
190500	195500	and then you can create entire systems around these things.
195500	199500	The last part is the elevation of all of it.
199500	202500	So not just building the basic,
202500	204500	oh, one agent does one task,
204500	208500	or even the basics of a system,
208500	214500	but an overall scalable system using what I call the software as a service mindset.
214500	221500	What I mean by that is there are principles that you can actually steal from software developers,
221500	223500	and once you understand these principles,
223500	226500	AI will make a lot more sense to you.
226500	230500	Software engineers, they really get AI the quickest.
230500	232500	They've actually been using it for probably the longest,
232500	235500	because all of them have been developing the LLMs and all that,
235500	240500	and they're creating all of the new shiny object toys.
240500	242500	Oh, Jesus.
242500	244500	I need some...
