start	end	text
0	26760	Whether you're a small business owner or you're just starting your first side hustle,
30000	51240	if you're serious about scaling, your first hire shouldn't be a junior assistant or even
51240	52340	a VA.
52340	59860	You should actually think about hiring AI.
59860	66400	It should actually be AI.
66400	69500	I want you to start thinking of AI as your first hire.
69500	74440	The reason being, it works 24-7 and it almost makes no mistakes.
74440	79500	There are the occasional hallucinations here and there, but seriously, it doesn't complain,
79500	86040	it doesn't take breaks and you don't have to explain it over and over and over.
86040	105580	I want you to start thinking of AI as your first hire.
105580	114120	I want you to start thinking of AI as your first hire.
114120	118520	The reason being, it works 24-7 and it makes almost zero mistakes.
118820	121280	It doesn't forget and it never complains.
121540	122680	It doesn't even take breaks.
122680	130220	The goal isn't to add more hours to your day.
130220	136760	The goal is to buy back your time.
136760	138300	The goal is to buy back your time.
138300	143300	The goal is to buy back your time.
143300	148840	So the more automations you have taking care of repetitive tasks, the more you can actually
148840	157720	focus on the money making ones.
157720	162800	The goal is to expand your capacity by connecting the dots, creating systems that talk to each
162800	179260	other and that automate your workflow.
179260	182900	Now once you've actually mapped out all of your workflows, you've started to create them
182900	204940	and you actually start to have some synergy in your systems.
204940	209860	Now once you've actually created all of your brand docs, all of your visual style guidelines
209860	215460	and all of the documents you need to actually feed AI, you need to start thinking about expansion.
215460	217360	So you're gone.
217360	220440	So you've gone from chaos to clarity.
220440	232240	This is the natural next step, expanding your systems, adding to them.
232240	238060	This is where you start to link those one-off workflows together to create that synergy.
238060	242620	If you have an onboarding system, that onboarding system can be connected to your email system.
242620	244560	Your email system can actually...
244560	253780	I don't want to do that.
253780	256280	This is where you start linking your workflows together.
256280	261280	This is where you let AI automate and connect all of the dots that you've actually been creating.
261280	282280	This is where you're creating.
282280	287740	It's about letting the automations and AI take over chunks of your work and buy back hours
287740	290980	and hours of your time.
290980	296180	It's about building leverage.
296180	306680	It's about building leverage so that your efforts and your systems multiply.
306680	307680	Think about it.
307680	316140	What's holding most businesses back isn't talent.
316140	317340	Think about it.
317340	320140	What's holding most businesses back, it's not talent.
320140	321500	It's time.
321500	327680	Everybody wants more time in their day.
327680	341140	Most owners are stuck in that manual 90% repetitive task mode.
341140	353140	They're just...
353140	355600	Most are stuck in that manual mode.
355600	356600	Every lead.
356600	357600	Every email.
357600	358600	Every phone call.
358600	359600	Every missed voicemail.
359600	360600	Every contract.
360600	363100	Every proposal that has to be sent out.
363100	368100	It has to be done on a repetitive basis and no mistakes made.
368100	370100	Which means they just actually pile up.
370100	385100	But in reality, 80% of what everybody does from a day to day...
385100	398800	Thank you, Mr. Truck.
398800	404720	But in reality, 80% of what most professionals do every single day, it's repetitive tasks.
404720	410240	It's the same thing almost every single day with slight little nuances per each client
410240	417800	or for a new product or for a new feature that you're rolling out for a SaaS service.
417800	432800	And that's exactly where AI becomes your first hire.
432800	439720	If you've run a business for longer than six months, then you know hiring is horrible.
439720	440640	It's time consuming.
440640	441640	It's frustrating.
441640	445640	And you very often train the wrong candidate only having to fire them six months later.
445640	452640	Delegating tasks to them requires hand-holding and repetitive instructions over and over and over until they're actually fully trained and get it.
452640	458560	But with AI, you can actually offload those tasks.
458560	464480	You train them once.
464480	466480	You iterate maybe another one or two times and then it's done.
466480	470400	All of those repetitive tasks, they're just completely and cleanly automated.
470400	477400	So I want you to think of all of those low value tasks, all of those things that you really need to do.
477400	481400	But with AI, you can actually offload those tasks.
481400	482400	You train them once.
482400	486400	You iterate maybe another one or two times and then it's done.
486400	491400	All of those repetitive tasks, they're just completely and cleanly automated.
491400	503400	So I want you to think of all of those low value tasks, all of those things that you really don't want to do that aren't actually money drivers.
503400	505400	How do you automate that?
505400	507400	How do you turn that over to AI?
507400	510400	That AI should be your first hire.
510400	517400	You call it your intake receptionist or whatever it is that role you actually want to have on board.
517400	518400	That was dumb.
521400	550400	Instead of paying someone that you've hired to sort through emails and summarize social media posts or schedule social media posts or send out emails or add things or remove things from your calendar.
550400	553400	AI can actually do all of those repetitive tasks.
553400	562400	And if you have an executive assistant or a front desk receptionist, you can actually have them amplify all of their tasks with AI as well.
562400	569400	So it's not just a replacement of your staff.
569400	571400	It actually enhances everybody on your team.
571400	581400	So if you already have a team, your next hire shouldn't be a new person.
581400	587400	It should be the next AI agent that optimizes everything for most people on your team.
587400	595400	And the best part, once you actually get this all up and rolling, it starts to compound.
595400	597400	It connects all your systems together.
597400	600400	They communicate more seamlessly.
600400	602400	There's less data silos.
602400	604400	There's less information islands.
604400	606400	And everybody is actually on the same plate.
606400	608400	And everybody is on the same page.
608400	613400	Whether it's marketing, sales, rev ops, front desk, you name it.
613400	620400	All of that data starts to get centralized.
620400	642400	These fucking trucks.
642400	643400	Just think about it.
643400	649400	One automation triggers the next.
649400	650400	Just think about it.
650400	652400	One automation triggers another.
652400	655400	One workflow handed off to another agent.
659400	671400	And then suddenly, one workflow or one trigger starts to create this snowball effect of changed systems that are taking care of all of the repetitive tasks for you.
671400	672400	One workflow.
672400	672400	
672400	673400	One workflow.
673400	674400	One workflow.
674400	675400	One workflow.
675400	676400	One workflow.
676400	677400	One workflow.
677400	678400	One workflow.
678400	679400	One workflow.
679400	680400	One workflow.
680400	681400	One workflow.
681400	682400	One workflow.
682400	683400	One workflow.
683400	684400	One workflow.
684400	685400	One workflow.
685400	686400	One workflow.
686400	687400	One workflow.
687400	688400	One workflow.
688400	689400	One workflow.
689400	690400	One workflow.
690400	691400	One workflow.
691400	692400	One workflow.
692400	693400	One workflow.
693400	694400	One workflow.
694400	695400	One workflow.
695400	696400	One workflow.
696400	697400	One workflow.
697400	698400	One workflow.
698400	699400	One workflow.
699400	700400	One workflow.
700400	701400	One workflow.
701400	702400	One workflow.
702400	703400	One workflow.
703400	704400	One workflow.
704400	705400	One workflow.
705400	706400	One workflow.
706400	707400	One workflow.
707400	708400	One workflow.
708400	709400	One workflow.
709400	710400	One workflow.
710400	710400	
710400	711400	One workflow.
711400	712400	One workflow.
712400	713400	One workflow.
713400	714400	One workflow.
714400	715400	One workflow.
715400	716400	One workflow.
716400	717400	One workflow.
717400	718400	One workflow.
718400	719400	One workflow.
719400	720400	One workflow.
720400	721400	One workflow.
721400	722400	One workflow.
722400	723400	One workflow.
723400	724400	One workflow.
724400	725400	One workflow.
725400	726400	One workflow.
726400	727400	One workflow.
727400	728400	One workflow.
728400	729400	One workflow.
729400	730400	One workflow.
730400	731400	One workflow.
731400	732400	One workflow.
732400	733400	One workflow.
733400	734400	One workflow.
734400	735400	One workflow.
735400	736400	One workflow.
736400	737400	One workflow.
737400	738400	One workflow.
738400	739400	One workflow.
739400	740400	One workflow.
740400	741400	One workflow.
741400	742400	One workflow.
742400	743400	One workflow.
743400	744400	One workflow.
744400	745400	One workflow.
745400	746400	One workflow.
746400	747400	One workflow.
747400	748400	One workflow.
748400	749400	One workflow.
749400	750400	One workflow.
750400	751400	One workflow.
751400	752400	One workflow.
752400	753400	One workflow.
753400	754400	One workflow.
754400	755400	One workflow.
755400	756400	One workflow.
756400	757400	One workflow.
757400	758400	One workflow.
758400	759400	One workflow.
759400	760400	One workflow.
760400	761400	One workflow.
761400	762400	One workflow.
762400	763400	One workflow.
763400	764400	One workflow.
764400	765400	One workflow.
765400	766400	One workflow.
766400	767400	One workflow.
767400	768400	One workflow.
768400	769400	One workflow.
769400	770400	One workflow.
770400	771400	One workflow.
771400	772400	One workflow.
772400	773400	One workflow.
773400	774400	One workflow.
774400	775400	One workflow.
775400	776400	One workflow.
776400	777400	One workflow.
777400	778400	One workflow.
778400	779400	One workflow.
779400	779400	
779400	780400	One workflow.
780400	781400	One workflow.
781400	782400	One workflow.
782400	783400	One workflow.
783400	784400	One workflow.
784400	785400	One workflow.
785400	786400	One workflow.
786400	787400	One workflow.
787400	788400	One workflow.
788400	789400	One workflow.
789400	790400	One workflow.
790400	791400	One workflow.
791400	792400	One workflow.
792400	793400	One workflow.
793400	794400	One workflow.
794400	795400	One workflow.
795400	796400	One workflow.
796400	797400	One workflow.
797400	798400	One workflow.
798400	799400	One workflow.
799400	800400	One workflow.
800400	801400	One workflow.
801400	802400	One workflow.
802400	803400	One workflow.
803400	804400	One workflow.
804400	805400	One workflow.
805400	806400	One workflow.
806400	807400	One workflow.
807400	808400	One workflow.
808400	809400	One workflow.
809400	810400	One workflow.
810400	811400	One workflow.
811400	811400	
811400	812400	One workflow.
812400	812400	
812400	813400	One workflow.
813400	814400	One workflow.
814400	815400	One workflow.
815400	815400	
815400	816400	One workflow.
816400	816400	
816400	817400	One workflow.
817400	818400	One workflow.
818400	819400	One workflow.
819400	819400	
819400	820400	One workflow.
820400	821400	One workflow.
821400	822400	One workflow.
822400	823400	One workflow.
823400	824400	One workflow.
824400	825400	One workflow.
825400	826400	One workflow.
826400	827400	One workflow.
827400	828400	One workflow.
828400	829400	One workflow.
829400	830400	One workflow.
830400	830400	
830400	831400	One workflow.
831400	832400	One workflow.
832400	833400	One workflow.
833400	834400	One workflow.
834400	835400	One workflow.
835400	836400	One workflow.
836400	837400	One workflow.
837400	838400	One workflow.
838400	839400	One workflow.
839400	840400	One workflow.
840400	841400	One workflow.
841400	842400	One workflow.
842400	843400	One workflow.
843400	844400	One workflow.
844400	845400	One workflow.
845400	846400	One workflow.
846400	847400	One workflow.
847400	848400	One workflow.
848400	849400	One workflow.
849400	850400	One workflow.
850400	851400	One workflow.
851400	852400	One workflow.
852400	853400	One workflow.
853400	854400	One workflow.
854400	855400	One workflow.
855400	856400	One workflow.
856400	857400	One workflow.
857400	858400	One workflow.
858400	859400	One workflow.
859400	860400	One workflow.
860400	861400	One workflow.
861400	862400	One workflow.
862400	863400	One workflow.
863400	864400	One workflow.
864400	865400	One workflow.
865400	866400	One workflow.
866400	867400	One workflow.
867400	868400	One workflow.
868400	869400	One workflow.
869400	870400	One workflow.
870400	871400	One workflow.
871400	872400	One workflow.
872400	873400	One workflow.
873400	874400	One workflow.
874400	875400	One workflow.
875400	876400	One workflow.
876400	877400	One workflow.
877400	878400	One workflow.
878400	879400	One workflow.
879400	880400	One workflow.
880400	881400	One workflow.
881400	882400	One workflow.
882400	883400	One workflow.
883400	884400	One workflow.
884400	885400	One workflow.
885400	886400	One workflow.
886400	887400	One workflow.
887400	888400	One workflow.
888400	889400	One workflow.
889400	890400	One workflow.
890400	891400	One workflow.
891400	892400	One workflow.
892400	893400	One workflow.
893400	894400	One workflow.
894400	895400	One workflow.
895400	896400	One workflow.
896400	897400	One workflow.
897400	898400	One workflow.
898400	899400	One workflow.
899400	900400	One workflow.
900400	901400	One workflow.
901400	902400	One workflow.
902400	903400	One workflow.
903400	904400	One workflow.
904400	905400	One workflow.
905400	906400	One workflow.
906400	907400	One workflow.
