start	end	text
0	16520	All right, today we're going to go over brand documents.
16940	23860	This is going to be a collection of your brand tone, your style guide, your mood board, and
23860	24740	different things like that.
24740	31740	So if you're in the class, sorry, if you're in the community, just go to the classroom and
31740	34980	click on this very first one, Brand Vibe, How To.
35820	39600	I put this first just simply because this is going to be the guidance that you are going
39600	44080	to have for basically everything that you do with automation and AI.
44800	48420	So starting with the very first part, what are brand docs and why you need them.
49100	54020	I won't go through every single one of these, but I am going to walk you through essentially
54020	55140	how to set up your project.
55420	60640	I personally use and I advise to start off with ChatGPT.
61140	65940	If you're unfamiliar with a lot of the large language models, that is a really good place
65940	66320	to start.
67420	69740	Jumping over here, I can actually show you this.
69860	74700	This is actually the market share of how many users and the percentage of the market that
74700	76280	each LLM has.
76280	79540	So this is very recent as of September.
80960	84700	You can see 60.6 is ChatGPT, meaning they have the most users.
85100	88460	They also have the largest cash flow and equity.
88680	92280	Although, if you really take a look at their charts, they are underwater, but that's like
92280	94020	a whole nother conversation.
94340	98920	But second is Copilot through Microsoft and then Gemini, Perplexity, Claude.
98920	99740	You can take a look at here.
100160	102580	This is the URL, or you can even just do a quick search.
103100	108580	The only reason why I actually bring that up is simply because there are so many more searches
108580	110240	that happen on ChatGPT.
110500	115300	They have a lot more that they can actually retrain their models on.
115820	122320	Overall, every LLM has been basically trained on the entirety of human knowledge, and they pass
122320	126520	every single test with PhD-level statistics.
127700	131320	So overall, we're just going to jump right into it here.
131420	132680	These are the main pillars, though.
133100	137400	The number one reason is so that you actually have consistency across automated outputs.
138720	143100	If you take a look at any of my workflows, they're actually going to be over here in the
143100	143480	classroom.
143660	145300	You can actually go to the N&N templates.
145920	149360	Maybe you've watched one of my other videos, and I've actually shown you how they work.
149360	156500	But almost every single one of them, it centers around some sort of generative language, whether
156500	160900	it is a script, or a subject line, or an email, or a VSL ad.
161420	166700	When you actually create your brand document, you can upload how you think personally, your
166700	167440	tone of voice.
167660	170020	You can go over the type of language that you want to use.
170420	178700	Are you more of a marketing and salesperson, or are you more of an organic, using organic
178700	182960	tools to actually create your traffic and bring in your traffic?
183920	187080	You can actually put all of this into your brand documents.
187240	190660	I already have some tools that can help you with this, and we're going to be walking through
190660	190920	that.
191180	193720	The second is scaling human connection.
194260	201280	Despite what most people think and how robotic LLMs can actually spit out any sort of ad copy,
201280	204960	or email copy, or pretty much any copywriting at all.
205440	208220	The reason why that happens is because it has no direction.
208540	214620	And when you don't actually give it any sort of guidelines, or rules, or anything to adhere
214620	218060	to, it's just going to go based on its training.
218300	219300	And it's a robot.
219420	219760	It's AI.
220020	222700	So it's going to spit out very, very robotic answers.
222700	229000	It also has the tendency to speak circular, or it will be very dry and drab.
229900	232820	It'll reiterate sometimes the same points.
233140	238100	You can actually input multiple different prompts, and it sometimes has a tendency to
238100	243200	give you very similar and very un-unique, not distinctive answers.
243740	250640	So both of those things combined with the human element and human connection that you actually
250640	257020	bake into your document, you can tell it things like to sound less robotic, be more conversational,
257640	260780	don't worry about EM dashes or punctuation.
261560	267680	Heck, sometimes I even know people that purposely put, you know, make spelling errors here and
267680	267820	there.
267900	274700	It sounds weird, but that's how you use AI to actually keep and maintain the human connection
274700	276840	and the human scalability part of it.
277820	279960	And then alignment with your market positioning.
279960	281980	This is where you give it a lot of data.
282120	283920	You give it your FAQs.
284000	285640	You upload your website URL.
285900	291520	You upload your product information or your services so that it actually aligns with your
291520	291860	market.
292120	296480	And then you upload your avatars and it will stay in alignment with who you're speaking
296480	296720	to.
297040	300040	And it actually doesn't ever forget those things.
300140	303420	You put those in your project files and then you're all super good to go.
303500	308080	So once you start creating these materials, whether they're visual or written, it's going
308080	311600	to stay on brand and it's going to be on target for your market.
311600	316520	And then you can also use it for future proofing and for governance.
317560	324400	You know, a lot of lawyers use these things and they bake in liability issues or when they
324400	330840	put in the guardrails of what not to say along with what to say or HIPAA compliance.
330840	336840	Or if you have visual guidelines like WCAG 2.1 or whatever, and you want to base that into
336840	341440	whatever it is that you're designing, you can incorporate all of those into your brand
341440	341980	documents.
342560	348400	And once you actually upload that into ChatGPC and you create your project profile, then
348400	350720	it'll actually adhere to everything that you actually put in there.
351700	353660	So we're going to go ahead and jump in on the other side.
353660	360080	This is just a quick intro of kind of the overview of why you want to create your brand documents.
360520	364640	And it'll make a little bit more sense once we do get in there and I show you a couple
364640	365040	of things.
370360	373900	Now, the first part of it is creating your ChatGPT.
374060	378560	With your brand project and your brand documents, you do have to have the pro plan.
378920	382820	You can use ChatGPT for free and it'll give you a certain amount of searches.
382820	389340	But in order for you to create a custom project or other tools like, you know, uploading your
389340	393180	documents to that custom project or giving it instructions, different things like that,
393460	398400	if you don't have the paid plan, you're only going to be able to put instructions into that
398400	398720	chat.
398940	404380	And then if you've used ChatGPT or any other larger language model for that matter, once
404380	409600	you get to a certain amount of input and output, meaning tokens, you're going to run out
409600	409880	of room.
409880	412420	And then it's going to ask you to create a new chat.
412520	416720	And then once you create that new chat, it's going to forget everything that's in that old
416720	417000	chat.
417140	422500	And if you were to go back, copy and paste it into the new chat, then it's actually going
422500	425180	to take up a lot of your context tokens.
426920	430800	That is completely different than when you create a project, you upload your documents,
430900	435520	again, which will make a little bit more sense once I visually walk you through this here
435520	438680	so that you can see kind of the differences of that.
439420	443840	So I won't insult your guys's intelligence of trying to help you create an account.
444000	448540	But on this page, you can actually go to this website and there is a supporting article.
448840	449760	It's super simple.
449920	451260	You're going to sign up with your email address.
451260	452540	You're going to put in your billing information.
452680	453600	I'm not going to do all that.
453600	458940	But this is a walkthrough if you happen to get stuck on any of that.
459900	465040	And then overall, this will be your chat GPT project instructions.
465180	467960	And we'll get to that right on the other side of this.
467960	484580	So once you have put in your billing information, you actually create your project, yours is
484580	486200	actually going to look a little bit different than mine.
486300	490660	I already have different projects that I have for business and for personal and a whole bunch
490660	491480	of other things that I do.
491800	493880	So all of this stuff on the left side is going to be blank.
494000	495540	You're not really going to have anything in here.
495540	499380	It is going to be an absolute fresh start.
500480	505120	Now, in order for you to create your project, you just on the left side, there's going to
505120	507100	be this little folder icon you want to collect.
507480	508400	You want to click on that.
509800	514700	You name it whatever it is that you want to.
518680	521340	I'm just going to do a short walkthrough with you guys.
521400	524680	Even though I have all of this done, I just kind of want to show you how this is all going
524680	525280	to work out.
525540	528540	So you're going to create your new project.
528740	534340	We are in this test, build my tribe walkthrough, and it is going to be absolutely blank here.
535140	540840	Now, the very first thing that you want to do is you do want to copy all of this information
540840	541180	here.
541480	545500	You just highlight it all and scroll down.
545800	547040	It is a lot of information.
547260	550260	We'll go over all of this once I actually do get it in here.
550260	580260	
580260	582340	I'm only going to stick to ChatGPT.
583060	589480	With this, this will tell you your ChatGPT how to stay brand aligned.
589940	591220	You're going to give it a role.
591620	595700	In the role, this is what I actually put.
595700	596780	You are not a freelancer.
597040	598820	You're not helping a brand.
599380	600420	You are the brand.
600500	605580	Your job is to study the files, absorb the tone, and then create context that feels like
605580	608800	it's written, designed, or spoken from the inside of the brand's head.
608880	609460	No shortcuts.
609660	610480	No generic filters.
610480	611760	No AI voice.
612060	612800	All of this stuff.
612920	615640	Now, this is something that you want to personalize for you.
615780	619100	This is what I've created for myself, and I've told it how to think.
619220	623940	And I've gone, I've actually copied a whole bunch of different prompts that I've tried
623940	624180	to do.
624300	628760	I've also used ChatGPT to help me actually create this.
628800	629580	So you can iterate it.
629660	631180	You can come up with a couple of things.
631660	634100	Tell ChatGPT, say, hey, this is what I have.
634160	635480	Can you help me think of edge cases?
635480	641740	Can you tell me what my avatars are or explain them so that it understands these things?
641800	642540	So you can go through.
642660	645060	I have this template in here so that you have something to refer to.
646020	649260	Overall, every single one of yours is going to be wildly different.
649420	650720	Some of you are more conversational.
650900	654460	Some are your introverts trying to be extroverted.
654600	656600	Sometimes you are trying to tone it down a little bit.
657300	660760	Sometimes you want to have a little bit more of a professional brand vibe.
660960	665460	Whatever it is, this is where you want to give the instructions of how to use it.
665480	668320	So this is the very first part.
668420	669280	You copy that in there.
669400	670020	You paste it.
670320	675360	I wouldn't suggest that you just straight up copy pasta because this is going to end up
675360	676440	being my thing.
677280	682940	So now, that being said, we'll go back here just so that we are still on the same thing.
683020	685580	But that's the very first thing that you do is you walk through this.
685660	688860	You create your new project, and then we're going to start to upload the files.
688940	690960	The very first thing that we did were those instructions.
691740	695860	Now, on the next, we're going to jump into your brand vibe builder.
696040	699800	And I've built a tool that is going to help you guys do exactly this.
700400	702600	So I'll be right back at you in just a few seconds.
702600	714880	Now, this is the brand vibe builder.
715060	717360	So at the very top of it, you're going to see this link.
717440	722660	This link is actually going to take you directly to my brand vibe builder.
723360	726200	And what I've done is I've actually made it very easy.
726600	730420	So I've helped hundreds of clients build personalized brand vibe documents with the strategy and creative
730420	733740	flair. If you want to dive deeper, you can join my school community.
733860	738680	That's just the invitation that I actually have if they want to find my school community.
738820	739880	But you can use this tool.
740020	744160	Everybody that is in this group, you are going to have access to the classroom as well as
744160	746960	this document that links to this.
746960	753660	So when you click one of these, this one, when I, when you click this, help me define my brand's
753660	754140	personality.
755020	757420	These are the things that you're going to start to answer.
757520	758560	It's going to be a lot.
758560	763520	And I'm telling you, if you take your time doing this and you reiterate and you go line
763520	766080	by line, yes, it's a lot at first.
766180	770840	But if you do all of this up front, you're really, you're literally never going to have
770840	771320	to do it again.
771320	776140	You might come back if you have either a new product or a new service, or you maybe want
776140	780260	to shift alignment with where your brand and your brand direction is going.
780560	785560	But overall, once you have these documents, then you are absolutely good to go.
786380	790000	So we won't walk through every single one of these.
790240	792620	I'm going to jump back over to have it here.
792660	796080	I just wanted to show you the link that would come here.
796540	799160	So once you click this, we'll actually just do it.
799160	801620	It'll pop up a whole brand new chat.
801920	804180	If you're not signed in, it's going to tell you to sign in.
804220	806640	But if you have your account, then you're absolutely fine.
807620	811640	Now, overall, this is what I have come up with for mine.
813680	815400	So this is my brand essence.
815540	817780	This is going to tell you everything about me.
818000	822220	And the more you watch my videos or the more you consume my content, you can tell this is
822220	826140	essentially all of this copy is how I speak.
826260	827220	These are my values.
827300	828260	These are my ideals.
828260	830980	These are my client avatars.
831100	834660	We're going to walk through a lot of the workflows that I've had, or maybe you've already consumed
834660	836740	content that I've put out there and other videos.
837360	840020	But overall, these are my avatars.
840140	841500	This is my founder story.
842260	845460	This is the immersive brand feeling across all touch points.
845640	848600	This is my overall vibe strategy summary.
