start	end	text
0	13200	okay today we're going to go over the basics of AI and automation
13200	20940	this is the foundation that lets you stop
20940	25840	that helps you stop
30000	40920	alright let's talk about AI and automation we're going to go over the basics
40920	45940	we're going to go over what helps you stop drowning in repetitive tasks
45940	51960	start to actually create the automations and let you focus on things that help you scale and grow your business
51960	57000	here's the truth you really don't need to be a tech person
57000	61500	for the most part as long as you can copy and paste you're actually in there
61500	69380	here's the truth you don't really need to be a tech person as long as you can copy and paste you can get most of this stuff done
69380	76260	you don't know how to code that's great whatever I don't either not really I use chat GPT for that or clog code
76260	80760	what you really need to do is just sit down
80760	82760	map out all of your workflows
82760	84260	map out all of your tools
84260	85760	get it out of your head
85760	89260	so that you can create a foundation to where you can actually build on
89260	94260	why this matters?
94260	97260	well most business professionals that I have consulted for
97260	99260	they have it all in their head
99260	101260	and that's where the bottlenecks happen
101260	103260	when they don't have anything written down
103260	106260	no standard operating procedures
106260	108260	when they don't have anything written down
108260	109760	no standard operating procedures
109760	111260	they can't hand it off
111260	112760	they can't delegate anything
112760	114760	and all the questions have to come to them
114760	116760	for them to be answered
118760	119760	so that means
119760	120760	every email
120760	121260	every lead
121260	122760	every prospect
122760	124760	especially if you're running a small business
124760	127760	when that has to go through one person
127760	129760	there's no way to actually scale that
129760	132760	or if you're a solopreneur or a content creator yourself
132760	133760	all of this stuff
133760	134760	all of this stuff
134760	136760	needs to be automated
145760	147760	that's where automation comes in
147760	148760	it actually fixes things
148760	150760	it gives you time back
150760	152760	it allows you to scale
152760	154760	and it creates a lot more clarity in your business
154760	161760	you can turn hours and hours of grunt work
161760	165760	you can eliminate hours and hours of grunt work
165760	169760	you can eliminate hours and hours of grunt work
169760	169760	
169760	174760	you can eliminate hours and hours of grunt work
174760	176760	and actually get to the things that matter
176760	179760	instead of doing these redundant and repetitive tasks
179760	184760	many times these systems will actually work
184760	185760	in some cases
185760	186760	while you sleep
186760	188760	so you wake up
188760	190760	and you actually have all of your leads
190760	191760	processed from the previous day
191760	193760	that were booked through calendar
193760	195760	or calendly or cal.com
195760	198760	and it's already automatically summarized
198760	200760	the research has been done
200760	201760	intelligence has been created
201760	203760	and then you just get an email
203760	204760	or a slack notification
204760	205760	from the previous day
205760	207760	letting you know what's on your day to day
207760	216760	but before you even touch a tool
216760	218760	you have to see every single workflow
218760	219760	in your business
219760	221760	you have to map it all out
221760	222760	you have to make sure
222760	225760	what you're doing is for the right reasons
225760	227760	because garbage in equals garbage out
227760	231760	think of a workflow like a recipe
231760	234760	step one you capture a lead
234760	236760	step two you qualify that lead
236760	240760	and then step three you maybe put it into a nurture sequence
240760	242760	or you hand it off to a salesperson
242760	245760	and they do some sort of outreach
245760	247760	and try to close them
247760	250760	overall that's a very broad way to think about things
