start	end	text
0	14760	Now, it connects you to your Google through OAuth, and then you actually have to set up
14760	16000	your client secret and different things.
16000	20240	So if you haven't set that up, I will create a separate video that will show you the walkthrough.
20240	24880	But for the sake of brevity, I'm just going to show you what this workflow does.
24880	28160	But in order to create your credentials, I'll just show you here.
28160	31660	You actually have to go through here, and you have to go through your Google Cloud Console
31660	35180	and your services to go grab your ID and your client secret.
35180	39920	And then once you actually connect it, it will be connected just like mine is here.
39920	46300	And then when you choose nodes like this, and you go into Gmail, you can actually have access
46300	47820	to a lot of these.
47820	55180	Message actions, label actions, draft actions, thread actions, so on and so forth.
55180	60120	But with this one particularly, before we break it down, before I go and show you with a
60120	64640	blank slate node by node, I just want to show you what's possible.
64640	67640	So with this trigger, it will actually run.
67640	71980	I have it running every one minute right now, just so that it can actually process things
71980	73180	while I'm on the video.
73180	74740	I don't usually do one minute.
74740	79500	Unless you are a very, very business, sorry, very busy business professional.
79680	84960	There are some people that are trying to get every single 60 seconds or 30 seconds, they
84960	85940	want to check their email.
86120	87120	That can be done as well.
87600	91680	But I usually get maybe five to 10 emails a day.
91780	95240	So I like to break it down in intervals of checking my email every hour.
95480	97860	I'm usually on top of my email box for the most part too.
97860	101280	But when I'm not, this is always running 24 seven.
101280	108660	So from this email node, sorry, this Gmail trigger, it will actually fetch an event.
108660	112580	And in this case, it's going to grab one of my last things right here.
113300	119380	I've changed it to unread only just that I can do this for the sake of being live and recording
119380	119660	this.
119940	123600	So what it does is actually goes to your email and it fetches this type of information.
123600	128920	It's going to grab the ID of it and then it's going to feed it into this text classifier.
129120	132340	This text classifier here, I have connected to it.
132460	134580	It is going to be a Gemini trap model.
135280	139420	For the classifier, I actually use Flash.
139740	146700	So if you haven't been familiarized with LLMs and token usage and different models that use
146700	151000	different tokens, there is for Gemini, there's a multitude of them.
151000	155840	There is Flash, there is Flashlight, there is Pro for Gemini.
156440	159340	For lighter tasks like this, they don't require a lot of reasoning.
159580	163380	I just use Flash simply because it uses the least amount of tokens.
164180	168860	I've tried Flashlight, but sometimes it gets it wrong and then it errors out and does things.
168940	173620	But anyways, so with this text classifier, it's going to take the input, which is what you
173620	175280	see over here on this left side.
175440	177660	It's going to take a look at things like your payload.
177660	180540	It's going to have the ID and the categories and the labels.
181460	184260	And then it's going to go through all of these categories.
184560	189560	So it's going to take this trigger, put it into this text classifier.
190240	195520	Your LLM node, your thinking part is what I like to call it.
195740	202000	This is the one that actually goes through and uses the information that's grabbed from
202000	202620	the email.
202620	206240	So the little snippet that's given, it'll actually take a look at that as well as subject
206240	206760	line and whatnot.
207240	213240	And then it will classify it and it will route it down whatever category you want.
213380	221600	So I have mine broken down into marketing, social, personal opportunities, hiring, receipts,
221600	223000	and just other stuff.
223880	233220	And you'll actually see this reflected in one of my other inboxes here.
233560	235660	So like other stuff.
236820	239260	It'll actually have all of this information here.
239420	245300	When it's unread, obviously it'll show you how many is unread per whatever it is that you're
245300	245640	looking for.
245640	252540	So it takes this, synthesizes the snippet, and then it routes it accordingly.
252760	254600	So let's see what this one is going to route it as.
259400	261020	So as you can see, it's thinking.
261480	265140	And then it routes it as, what is this?
